1.590000000000000000e+03	4.352303320773897211e-04	2.529556339893061691e-04	1.381084210086382569e-04	2.343725336788354157e-04	4.119579290923417575e-04	2.897082316787952467e-04	4.265655453392995760e-05	4.066185989056624516e-04	4.534838357326987247e-04	3.086738750648233679e-04	1.171684505977597072e-04	3.535029523784762712e-04	1.589001914705264861e-04	3.793908163098323500e-04	4.288559406169223094e-04
1.592000000000000000e+03	9.298753364805195914e-05	1.572391168058577548e-04	4.312561489425432819e-04	4.751660884531561601e-04	4.088755504042637830e-04	4.252317463359710334e-04	2.376743186780123488e-06	2.491606741255830530e-04	7.649505889906214656e-05	3.274730149012728699e-04	1.820629233331629991e-04	1.030203534842661766e-04	2.650171114115754817e-04	5.076703712703947409e-04	3.614202867578102519e-04
1.594000000000000000e+03	4.903573685632520423e-04	1.682567257302833058e-04	3.573533652844356531e-04	1.077223922590805059e-04	3.478542983127950192e-04	1.378384698022892317e-05	1.347366109763990636e-05	3.288951009427864116e-04	3.100136411130301650e-04	3.647586895604394220e-04	9.583453904168511245e-05	1.221600578883834409e-04	7.599335297133449549e-05	3.950349367084015988e-04	1.714695899308356483e-04
1.596000000000000000e+03	1.541326987549282348e-04	4.251357207193121805e-04	4.107528984404874937e-04	3.886026111241814153e-04	3.028675763276792235e-04	7.558038008548242025e-05	3.612220055881749069e-04	3.048797105429030315e-04	4.097892375610388501e-04	8.463961358099300798e-05	1.620912394586289818e-04	4.331130239404591513e-04	2.358050503607330632e-04	5.157112843219532113e-04	3.885368815635459935e-04
1.598000000000000000e+03	4.640814803339249014e-04	4.696311991031398218e-04	4.606376341971092853e-04	1.965233695866595777e-04	1.054933975058616427e-04	2.224832294302653041e-04	3.436370637998523809e-04	9.617102366971341755e-05	4.983000027356348756e-04	2.230837149643436748e-04	1.051878212685734598e-04	2.385021886136957892e-04	3.841618670404956036e-04	1.648687563234313273e-04	1.799875590202146638e-04
1.600000000000000000e+03	2.748907141071639374e-04	4.644491083288239093e-04	3.759453449668447283e-04	2.402471121426026234e-04	3.587108692748832350e-04	4.466342567212770558e-04	1.066782562035224248e-04	3.980286317752331263e-04	2.076198732566411306e-04	2.000018583121279940e-04	3.916643528875066063e-04	1.782088626489660257e-04	2.055584372440380134e-04	5.377791592338049091e-04	1.541440285338433044e-04
1.602000000000000000e+03	4.852304597996316519e-04	5.462953188608866148e-04	4.396771295911755984e-04	5.364738469531253476e-04	3.305429545085328898e-04	3.908969844565260703e-04	2.794390429431130741e-04	1.875236306003393483e-04	2.729882370877885793e-04	3.643999910422314665e-04	3.754020273938170815e-04	3.161304125081300549e-04	5.804402747013748124e-04	5.687406473722857484e-04	5.774407459424010835e-04
1.604000000000000000e+03	1.561348349896417124e-04	1.183008862743423429e-04	4.096681987662714221e-04	6.073446869749031833e-04	4.003156734673617308e-04	5.427425968395420105e-04	4.029325047766393756e-04	3.129169385114011323e-04	4.784568742883524772e-04	4.606950521754160123e-04	5.338567572672153847e-04	2.667570994677430775e-04	4.317402492962006634e-04	4.685528861996632495e-04	5.681620444893174891e-04
1.606000000000000000e+03	5.408412549762490118e-04	5.739904993899996475e-04	2.889613505569686670e-04	2.566333535311223803e-04	4.393795913942257414e-04	5.566861028350592912e-04	6.262275757375108682e-04	5.482098475984449040e-04	3.581312706903543312e-04	4.005236580557691240e-04	3.289810693639366864e-04	7.406398673977159040e-04	6.058317150918282341e-04	1.077013259755404614e-03	7.181876601061686332e-04
1.608000000000000000e+03	5.188675473030355785e-04	8.003323821628742160e-04	4.141008576137076799e-04	7.439722627184987280e-04	6.207401267726669588e-04	6.205747756591321234e-04	5.415005877409937753e-04	6.621454662058684493e-04	6.373918403364973919e-04	9.515539245555814556e-04	1.042312998482469114e-03	1.140202131926548994e-03	1.146539567241423993e-03	1.179750711667904755e-03	1.323136230238412033e-03
1.610000000000000000e+03	7.606989805151790057e-04	9.674452254175287640e-04	9.939057289265027136e-04	7.913634725514210677e-04	9.979025844021069489e-04	1.139274595324056994e-03	9.499520308959162520e-04	1.153515214513029441e-03	1.197312339549576679e-03	1.306058759285752243e-03	1.433374579529716379e-03	1.603767231826052578e-03	1.508658877710224774e-03	1.648259442411709273e-03	1.770987200146673232e-03
1.612000000000000000e+03	1.495380020672362189e-03	1.277203414515117735e-03	1.676406433612668417e-03	1.407493975958785904e-03	1.587269754231899685e-03	1.602026223136669182e-03	1.777754543851049578e-03	1.451972911034358788e-03	1.608160966860182166e-03	1.532157689716649816e-03	1.761852608320440845e-03	1.963668690773094985e-03	2.592166467896766819e-03	2.302689944438268167e-03	2.617557171499638232e-03
1.614000000000000000e+03	2.351621939550548827e-03	2.404395659644076484e-03	2.498887403293418175e-03	2.104006592221562433e-03	2.354077250310505822e-03	2.354062961367598458e-03	2.571219872941143438e-03	2.181486800687922924e-03	2.670741415393778316e-03	2.485568053087256878e-03	2.858284901644782272e-03	2.931556998661290908e-03	3.216605279846262034e-03	3.851914481598738005e-03	3.536121882018646630e-03
1.616000000000000000e+03	3.545842972685956090e-03	3.743105060513463641e-03	3.725592135705754586e-03	3.770023765298106955e-03	3.623769669622430630e-03	3.516662461380149190e-03	3.531977549945437226e-03	3.730334253424661111e-03	3.632219668823729371e-03	3.882601626146561964e-03	4.244717682989020656e-03	4.403815625731779052e-03	4.800819902397341320e-03	5.004480578306021513e-03	5.121796778110758626e-03
1.618000000000000000e+03	5.379822715989108529e-03	5.386178320498044049e-03	5.544758999356483309e-03	5.277640831211227561e-03	5.524805921051686997e-03	5.646659144414989569e-03	5.648597973356169963e-03	5.409168946656659968e-03	5.474356306046960878e-03	5.461121822812569152e-03	5.883182069521428366e-03	6.511034740752963054e-03	6.772051350429625707e-03	7.119901955293940835e-03	7.109241655233097465e-03
1.620000000000000000e+03	8.007470291038622928e-03	7.885945748486668586e-03	7.734522017773956537e-03	7.698977350031114414e-03	7.622704206981678436e-03	7.967302716649546021e-03	7.797768773892719933e-03	7.842713832449412642e-03	8.262943066732782518e-03	7.935796368581148411e-03	8.446177860338627622e-03	8.716080854763890925e-03	9.318121435773537437e-03	9.931599368611859074e-03	9.579295680217132444e-03
1.622000000000000000e+03	1.102763298601977873e-02	1.078807313121111708e-02	1.078152194518807588e-02	1.085611522545638051e-02	1.107552273615732691e-02	1.101804206336438365e-02	1.106434503821707854e-02	1.126946005442476875e-02	1.099621978612679886e-02	1.134909543727590474e-02	1.145402166353548350e-02	1.208302700086138701e-02	1.245837316721114252e-02	1.278681128385061698e-02	1.278653286307049157e-02
1.624000000000000000e+03	1.511792929780021548e-02	1.502597317888738557e-02	1.483892015825696853e-02	1.496214629438393992e-02	1.476434297700309276e-02	1.490929747468319050e-02	1.528535068252873629e-02	1.509874321846996735e-02	1.526116920293150124e-02	1.539129012963902018e-02	1.565305982310774210e-02	1.588297816854437536e-02	1.651205382289229126e-02	1.679720315379841164e-02	1.665650175124349860e-02
1.626000000000000000e+03	1.975428505100071744e-02	1.949927470852423975e-02	1.941960422061741673e-02	1.973035859472525161e-02	1.950375916517283967e-02	1.960491123305389480e-02	1.963176025603709587e-02	1.973675781083051792e-02	1.976195888660620126e-02	1.985513498674665311e-02	1.985556245011793272e-02	2.015320619273271510e-02	2.067054315437714951e-02	2.109184198403935007e-02	2.100543348966271012e-02
1.628000000000000000e+03	2.443369373846895551e-02	2.461862449680719475e-02	2.480851878227348720e-02	2.459683168572925765e-02	2.460534855645899951e-02	2.479038693310968433e-02	2.436293336087997849e-02	2.443568309780387582e-02	2.461107910837906712e-02	2.456369283274056209e-02	2.466811895609739846e-02	2.527476469564841205e-02	2.561845426608607909e-02	2.547637486771807749e-02	2.562009673862951017e-02
1.630000000000000000e+03	2.946316676608004212e-02	2.953006076152827133e-02	2.952004287253372911e-02	2.985638752717682462e-02	2.963365184960782550e-02	2.939673153040837580e-02	2.980156531200720688e-02	2.985471706521255347e-02	2.973156122110587329e-02	2.985962653111392737e-02	2.986045392152116007e-02	3.015327746472988568e-02	3.039092353445604563e-02	3.059004704196146424e-02	3.024448393378871558e-02
1.632000000000000000e+03	3.443117358343974338e-02	3.419432110039332534e-02	3.426318340897697989e-02	3.416011600975042001e-02	3.435619889556049827e-02	3.448284334343881818e-02	3.438198888406263087e-02	3.446330510321659463e-02	3.433043513989304102e-02	3.444876378407114859e-02	3.473942022160108473e-02	3.492293816990046929e-02	3.515764731519770148e-02	3.497048678076473266e-02	3.530097514279068038e-02
1.634000000000000000e+03	3.838157041318703000e-02	3.835489694918626374e-02	3.837354439418021179e-02	3.830210130014553849e-02	3.855087296567025201e-02	3.849583590742457900e-02	3.837067396397760011e-02	3.852832213740722822e-02	3.825357245376007076e-02	3.853935373825198574e-02	3.850884540427345487e-02	3.920143535032520610e-02	3.952219254434576751e-02	3.955937777015532120e-02	3.959908023555030326e-02
1.636000000000000000e+03	4.157473064568535659e-02	4.126114533234499782e-02	4.113445144591682673e-02	4.116226621524537305e-02	4.118604567701258934e-02	4.122708959425998992e-02	4.093211016068355051e-02	4.104816156539259353e-02	4.113861292952383092e-02	4.139832916505374605e-02	4.154455331166451854e-02	4.246534251547742778e-02	4.317499872033838532e-02	4.343736299452059801e-02	4.334414644557058743e-02
1.638000000000000000e+03	4.301761090950054905e-02	4.295058862944423073e-02	4.297784931063781261e-02	4.281449816177238660e-02	4.290084771534317942e-02	4.252877840235245316e-02	4.290685578032046171e-02	4.274873927115402372e-02	4.266348358349851544e-02	4.314788907146595298e-02	4.334558950074385297e-02	4.450018431865886831e-02	4.546704867148898543e-02	4.602800109683462260e-02	4.622521989845313622e-02
1.640000000000000000e+03	4.381053610929405012e-02	4.362909144027533187e-02	4.339388829364606431e-02	4.306747125066193865e-02	4.313494771663075461e-02	4.300598799470430750e-02	4.294624315178347668e-02	4.304028274275830540e-02	4.271936160996259862e-02	4.336476544386084347e-02	4.391329291750294822e-02	4.573592475887222619e-02	4.748715317242724332e-02	4.839735320188725404e-02	4.861119785973423008e-02
1.642000000000000000e+03	4.290756186715821013e-02	4.307097461239169089e-02	4.265963929827443213e-02	4.221978591066724573e-02	4.202049180131516015e-02	4.191978399497395952e-02	4.186926650595028387e-02	4.172684997493814746e-02	4.193619535245148022e-02	4.204955763365852278e-02	4.336934887441926123e-02	4.557880816134857183e-02	4.808194034906051323e-02	4.893815830149118862e-02	4.970238308775791480e-02
1.644000000000000000e+03	4.197458810370394838e-02	4.136072533612234620e-02	4.128317908536929121e-02	4.087763966091235296e-02	4.025061266004503063e-02	3.992178833713322383e-02	3.974245253061960831e-02	3.974270607645908476e-02	3.984464580900784481e-02	4.025619545106672026e-02	4.181706247757371875e-02	4.473168026203027531e-02	4.774814084120671681e-02	4.925474401254145013e-02	5.000982100646012007e-02
1.646000000000000000e+03	4.058343688915433400e-02	4.028605808211320471e-02	3.980074947673978292e-02	3.912047184296553459e-02	3.858779139505372213e-02	3.812473746475131958e-02	3.784887807983558505e-02	3.771761357100412992e-02	3.766332990741676212e-02	3.813347387298313823e-02	3.989340887835770427e-02	4.354270471770629175e-02	4.707589330917155701e-02	4.848162479783914292e-02	4.937338786455548051e-02
1.648000000000000000e+03	3.945750189141244979e-02	3.889931599789818450e-02	3.845794070384866287e-02	3.734283082053718728e-02	3.695037733053047058e-02	3.608318690114058203e-02	3.562976977063730954e-02	3.551116311214923271e-02	3.557560207403833580e-02	3.628748600639656458e-02	3.804341297684132178e-02	4.165652725689118069e-02	4.564542318989933678e-02	4.763704432347255768e-02	4.869629540166960091e-02
